,attribute
425,CapitalLeasesFutureMinimumPaymentsDueThereafter
426,CapitalLeasesFutureMinimumPaymentsExecutoryCosts
427,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments
428,CapitalLeasesFutureMinimumPaymentsNetMinimumPayments
429,CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1
430,CapitalLeasesFutureMinimumPaymentsNextRollingTwelveMonths
431,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments
432,CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear
433,CapitalLeasesIncomeStatementAmortizationExpense
434,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation
435,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassBuilding
436,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassMachineryAndEquipment
437,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment
438,CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesCurrent
439,CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesNoncurrent
440,CapitalLeasesNetInvestmentInDirectFinancingLeases
441,CapitalLeasesNetInvestmentInDirectFinancingLeasesAllowanceForUncollectibleMinimumLeasePayments
442,CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome
443,CapitalLeasesNetInvestmentInDirectFinancingLeasesInitialDirectCosts
444,CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived
445,CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty
446,CapitalRequiredForCapitalAdequacyToRiskWeightedAssets
447,CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets
448,CapitalToRiskWeightedAssets
449,CapitalUnitsAuthorized
450,CapitalUnitsNetAmount
451,CapitalizedComputerSoftwareAccumulatedAmortization
452,CapitalizedComputerSoftwareAdditions
453,CapitalizedComputerSoftwareAmortization
454,CapitalizedComputerSoftwareAmortization1
455,CapitalizedComputerSoftwareGross
456,CapitalizedComputerSoftwareImpairments
457,CapitalizedComputerSoftwareImpairments1
458,CapitalizedComputerSoftwareNet
459,CapitalizedComputerSoftwarePeriodIncreaseDecrease
460,CapitalizedContractCostAmortization
461,CapitalizedContractCostImpairmentLoss
462,CapitalizedContractCostNet
463,CapitalizedContractCostNetCurrent
464,CapitalizedContractCostNetNoncurrent
465,CapitalizedCostsAssetRetirementCosts
466,CapitalizedCostsUncompletedWellsEquipmentAndFacilities
467,CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves
468,CapitalizedExploratoryWellCostChargedToExpense
469,CapitalizedExploratoryWellCostChargedToExpense1
470,CapitalizedExploratoryWellCostPeriodIncreaseDecrease
471,CapitalizedExploratoryWellCosts
472,CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear
473,CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodOfOneYearOrLess
474,Cash
475,CashAcquiredFromAcquisition
476,CashAndCashEquivalentsAtCarryingValue
477,CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations
478,CashAndCashEquivalentsFairValueDisclosure
479,CashAndCashEquivalentsPeriodIncreaseDecrease
480,CashAndDueFromBanks
481,CashCashEquivalentsAndShortTermInvestments
482,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
483,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsDisposalGroupIncludingDiscontinuedOperations
484,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
485,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect
486,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
487,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectContinuingOperations
488,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectDisposalGroupIncludingDiscontinuedOperations
489,CashDivestedFromDeconsolidation
490,CashDividends
491,CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries
492,CashEquivalentsAtCarryingValue
493,CashFlowHedgeDerivativeInstrumentAssetsAtFairValue
494,CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue
495,CashFlowHedgeGainLossReclassifiedToEarningsNet
496,CashFlowHedgeGainLossReclassifiedToInterestExpenseNet
497,CashFlowHedgeGainLossReclassifiedToInvestmentIncomeNet
498,CashFlowHedgeGainLossReclassifiedToRevenueNet
499,CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths
500,CashFlowHedgeGainReclassifiedToInvestmentIncome
501,CashFlowHedgeLossReclassifiedToEarnings
502,CashFlowHedgesDerivativeInstrumentsAtFairValueNet
503,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorOtherCashFlowsReceivedOnRetainedInterests
504,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorProceedsFromCollectionsReinvestedInRevolvingPeriodSecuritizations
505,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorPurchasesOfDelinquentOrForeclosedAssets
506,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorServicingFeesReceived
507,CashFlowsBetweenTransfereeAndTransferorProceedsFromCollectionsReinvestedInRevolvingPeriodTransfers
508,CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers
509,CashPaidForCapitalizedInterest
510,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations
511,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations
512,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations
513,CashReserveDepositRequiredAndMade
514,CashSegregatedUnderOtherRegulations
515,CashSurrenderValueFairValueDisclosure
516,CashSurrenderValueOfLifeInsurance
517,CededPremiumsEarnedPropertyAndCasualty
518,CededPremiumsWrittenPropertyAndCasualty
519,CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesAccretableYieldDisposalsOfLoans
520,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYield
521,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion
522,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAdditions
523,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans
524,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference
525,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifference
526,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToNonaccretableDifference
527,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAllowanceForLoanLosses
528,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesCarryingAmountNet
529,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesConsumerOutstandingBalance
530,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesOutstandingBalance
531,CertainLoansAndDebtSecuritiesAcquiredInTransferAllowanceForCreditLossesDueToSubsequentImpairment
532,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments
533,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1
534,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge
535,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1
536,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights
537,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1
538,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight
539,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights
540,ClassOfWarrantOrRightOutstanding
541,CollateralAlreadyPostedAggregateFairValue
542,CommercialPaper
543,CommercialPaperAtCarryingValue
544,CommitmentsAndContingencies
545,CommitmentsFairValueDisclosure
546,CommonStockCapitalSharesReservedForFutureIssuance
547,CommonStockDividendsPerShareCashPaid
548,CommonStockDividendsPerShareDeclared
549,CommonStockDividendsShares
550,CommonStockHeldInTrust
551,CommonStockIncludingAdditionalPaidInCapital
552,CommonStockIncludingAdditionalPaidInCapitalNetOfDiscount
553,CommonStockNoParValue
554,CommonStockParOrStatedValuePerShare
555,CommonStockSharesAuthorized
556,CommonStockSharesHeldInEmployeeTrust
557,CommonStockSharesHeldInEmployeeTrustShares
558,CommonStockSharesIssued
559,CommonStockSharesOutstanding
560,CommonStockValue
561,CommonStockValueOutstanding
562,CommonStocksIncludingAdditionalPaidInCapital
563,CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount
564,Communication
565,CommunicationsAndInformationTechnology
566,CompensationAndBenefitsTrust
567,CompensationExpenseExcludingCostOfGoodAndServiceSold
568,ComprehensiveIncomeNetOfTax
569,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest
570,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest
571,ConcentrationRiskPercentage1
572,ConsiderationReceivedForBeneficialInterestObtainedForTransferringFinancialAsset
573,ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent
574,ConstructionInProgressGross
575,ConstructionLoanNoncurrent
576,ConstructionPayableCurrentAndNoncurrent
577,ContinuingInvolvementWithTransferredFinancialAssetsPrincipalAmountOutstanding
578,ContractReceivableDueFiveYearsOrMore
579,ContractReceivableDueFourToFiveYears
580,ContractReceivableDueOneToTwoYears
581,ContractReceivableDueOneYearOrLess
582,ContractReceivableDueThreeToFourYears
583,ContractReceivableDueTwoToThreeYears
584,ContractWithCustomerAssetCreditLossExpense
585,ContractWithCustomerAssetCumulativeCatchUpAdjustmentToRevenueModificationOfContract
586,ContractWithCustomerAssetNet
587,ContractWithCustomerAssetNetCurrent
588,ContractWithCustomerAssetNetNoncurrent
589,ContractWithCustomerAssetReclassifiedToReceivable
590,ContractWithCustomerLiability
591,ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueModificationOfContract
592,ContractWithCustomerLiabilityCurrent
593,ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination
594,ContractWithCustomerLiabilityNoncurrent
595,ContractWithCustomerLiabilityRevenueRecognized
596,ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod
597,ContractWithCustomerRefundLiability
598,ContractWithCustomerRefundLiabilityCurrent
599,ContractWithCustomerRightToRecoverProduct
600,ContractsReceivable
601,ContractualMaturitiesTimeDeposits100000OrMoreAfter12Months
602,ContractualMaturitiesTimeDeposits100000OrMoreSixMonthsThrough12Months
603,ContractualMaturitiesTimeDeposits100000OrMoreThreeMonthsOrLess
604,ContractualMaturitiesTimeDeposits100000OrMoreThreeMonthsThroughSixMonths
605,ContractualObligation
606,ContractualObligationDueAfterFifthYear
607,ContractualObligationDueInFifthYear
608,ContractualObligationDueInFourthAndFifthYear
609,ContractualObligationDueInFourthYear
610,ContractualObligationDueInNextTwelveMonths
611,ContractualObligationDueInSecondAndThirdYear
612,ContractualObligationDueInSecondYear
613,ContractualObligationDueInThirdYear
614,ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear
615,ContractuallySpecifiedServicingFeesAmount
616,ContractuallySpecifiedServicingFeesLateFeesAndAncillaryFeesEarnedInExchangeForServicingFinancialAssets
617,ContributionOfProperty
618,ConversionOfStockAmountConverted1
619,ConversionOfStockAmountIssued1
620,ConversionOfStockSharesConverted
621,ConversionOfStockSharesConverted1
622,ConversionOfStockSharesIssued1
623,ConvertibleDebt
624,ConvertibleDebtCurrent
625,ConvertibleDebtFairValueDisclosures
626,ConvertibleDebtNoncurrent
627,ConvertibleLongTermNotesPayable
628,ConvertibleNotesPayable
629,ConvertibleNotesPayableCurrent
630,ConvertiblePreferredDividendsNetOfTax
631,ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue
632,ConvertiblePreferredStockSharesIssuedUponConversion
633,CooperativeAdvertisingAmount
634,CostMethodInvestments
635,CostMethodInvestmentsAggregateCarryingAmount
636,CostMethodInvestmentsFairValueDisclosure
637,CostMethodInvestmentsOriginalCost
638,CostMethodInvestmentsRealizedGainLoss
639,CostMethodInvestmentsRealizedGains
640,CostMethodInvestmentsRealizedLosses
641,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization
642,CostOfGoodsAndServicesSold
643,CostOfGoodsAndServicesSoldAmortization
644,CostOfGoodsAndServicesSoldDepreciation
645,CostOfGoodsSold
646,CostOfGoodsSoldAmortization
647,CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization
648,CostOfGoodsSoldSalesTypeLease
649,CostOfGoodsSoldSubscription
650,CostOfPurchasedOilAndGas
651,CostOfReimbursableExpense
652,CostOfRevenue
653,CostOfServices
654,CostOfServicesEnergyServices
655,CostOfServicesExcludingDepreciationDepletionAndAmortization
656,CostOfServicesLicensesAndMaintenanceAgreements
657,CostOfServicesMaintenanceCosts
658,CostmethodInvestmentsOtherThanTemporaryImpairment
659,CostmethodInvestmentsRealizedGainLossExcludingOtherThanTemporaryImpairments
660,CostsAndExpenses
661,CreditAndDebitCardReceivablesAtCarryingValue
662,CreditDerivativeCurrentFairValue
663,CreditDerivativeMaximumExposureUndiscounted
664,CreditDerivativePurchasedCreditProtection
665,CreditRiskDerivativeAssetsAtFairValue
666,CreditRiskDerivativeLiabilitiesAtFairValue
667,CreditRiskDerivativesAtFairValueNet
668,CumulativeEffectAdjustmentApplicationOfFairValueOptionUnrealizedGainsRecognized
669,CumulativeEffectOfInitialAdoptionOfFIN48
670,CumulativeEffectOfInitialAdoptionOfNewAccountingPrinciple
671,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption
672,CumulativeEffectOnRetainedEarningsNetOfTax
673,CumulativeEffectOnRetainedEarningsNetOfTax1
674,CumulativeEffectOnRetainedEarningsTax1
675,CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease
676,CurrentFederalStateAndLocalTaxExpenseBenefit
677,CurrentFederalTaxExpenseBenefit
678,CurrentForeignTaxExpenseBenefit
679,CurrentIncomeTaxExpenseBenefit
680,CurrentStateAndLocalTaxExpenseBenefit
681,CustomerAdvancesAndDeposits
682,CustomerAdvancesCurrent
683,CustomerDepositsCurrent
684,CustomerFunds
685,CustomerLoyaltyProgramLiabilityCurrent
686,CustomerRefundLiabilityCurrent
687,DebtAndCapitalLeaseObligations
688,DebtAndEquitySecuritiesGainLoss
689,DebtAndEquitySecuritiesRealizedGainLoss
690,DebtAndEquitySecuritiesUnrealizedGainLoss
691,DebtConversionConvertedInstrumentAmount1
692,DebtConversionConvertedInstrumentSharesIssued1
693,DebtConversionOriginalDebtAmount
694,DebtConversionOriginalDebtAmount1
695,DebtCurrent
696,DebtInstrumentBasisSpreadOnVariableRate
697,DebtInstrumentBasisSpreadOnVariableRate1
698,DebtInstrumentCarryingAmount
699,DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent
700,DebtInstrumentConvertibleConversionPrice
701,DebtInstrumentConvertibleConversionPrice1
702,DebtInstrumentConvertibleConversionRatio
703,DebtInstrumentConvertibleConversionRatio1
704,DebtInstrumentConvertibleEffectiveInterestRate
705,DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal
706,DebtInstrumentConvertibleInterestExpense
707,DebtInstrumentConvertibleNumberOfEquityInstruments
708,DebtInstrumentConvertibleRemainingDiscountAmortizationPeriod
709,DebtInstrumentConvertibleThresholdPercentageOfStockPriceTrigger
710,DebtInstrumentConvertibleThresholdTradingDays
711,DebtInstrumentDecreaseForgiveness
712,DebtInstrumentFaceAmount
713,DebtInstrumentFairValue
714,DebtInstrumentFeeAmount
715,DebtInstrumentIncreaseAdditionalBorrowings
716,DebtInstrumentIncreaseDecreaseForPeriodNet
717,DebtInstrumentIncreaseDecreaseOtherNet
718,DebtInstrumentInterestRateAtPeriodEnd
719,DebtInstrumentInterestRateDuringPeriod
720,DebtInstrumentInterestRateEffectivePercentage
721,DebtInstrumentInterestRateStatedPercentage
722,DebtInstrumentInterestRateStatedPercentageRateRangeMaximum
723,DebtInstrumentInterestRateStatedPercentageRateRangeMinimum
724,DebtInstrumentPeriodicPayment
725,DebtInstrumentPeriodicPaymentInterest
726,DebtInstrumentPrincipalOutstanding
727,DebtInstrumentRedemptionPricePercentage
728,DebtInstrumentRedemptionPricePercentageOfPrincipalAmountRedeemed
729,DebtInstrumentRepurchaseAmount
730,DebtInstrumentRepurchasedFaceAmount
731,DebtInstrumentUnamortizedDiscount
732,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet
733,DebtInstrumentUnamortizedDiscountPremiumNet
734,DebtInstrumentUnamortizedPremium
735,DebtInstrumentUnamortizedPremiumCurrent
736,DebtInstrumentUnusedBorrowingCapacityAmount
737,DebtIssuanceCosts
738,DebtIssuanceCostsLineOfCreditArrangementsNet
739,DebtLongtermAndShorttermCombinedAmount
740,DebtRelatedCommitmentFeesAndDebtIssuanceCosts
741,DebtSecurities
742,DebtSecuritiesAvailableForSaleAccruedInterestWriteoff
743,DebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainLossBeforeTax
744,DebtSecuritiesAvailableForSaleAllowanceForCreditLoss
745,DebtSecuritiesAvailableForSaleAllowanceForCreditLossNotPreviouslyRecorded
746,DebtSecuritiesAvailableForSaleAllowanceForCreditLossPeriodIncreaseDecrease
747,DebtSecuritiesAvailableForSaleAllowanceForCreditLossPurchasedWithCreditDeteriorationIncrease
748,DebtSecuritiesAvailableForSaleAllowanceForCreditLossRecovery
749,DebtSecuritiesAvailableForSaleAllowanceForCreditLossSecuritiesSold
750,DebtSecuritiesAvailableForSaleAllowanceForCreditLossWriteoff
751,DebtSecuritiesAvailableForSaleAmortizedCostAfterAllowanceForCreditLoss
752,DebtSecuritiesAvailableForSaleAmortizedCostAllowanceForCreditLossExcludingAccruedInterest
753,DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss
754,DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss
755,DebtSecuritiesAvailableForSaleAndHeldToMaturity
756,DebtSecuritiesAvailableForSaleAndHeldToMaturityAllowanceForCreditLoss
757,DebtSecuritiesAvailableForSaleAndHeldToMaturityAmortizedCostAfterAllowanceForCreditLoss
758,DebtSecuritiesAvailableForSaleAndHeldToMaturityAmortizedCostBeforeAllowanceForCreditLoss
759,DebtSecuritiesAvailableForSaleAndHeldToMaturityCumulativeUnrecognizedGain
760,DebtSecuritiesAvailableForSaleAndHeldToMaturityCumulativeUnrecognizedLoss
761,DebtSecuritiesAvailableForSaleAndHeldToMaturityFairValue
762,DebtSecuritiesAvailableForSaleChangeInPresentValueExpenseReversal
763,DebtSecuritiesAvailableForSaleChangeInPresentValueInterestIncome
764,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger
765,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
766,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerNumberOfPositions
767,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months
768,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
769,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsNumberOfPositions
770,DebtSecuritiesAvailableForSaleExcludingAccruedInterest
771,DebtSecuritiesAvailableForSaleGainLoss
772,DebtSecuritiesAvailableForSaleMaturityAfter10YearsWeightedAverageYield
